qid,docno,label,iteration
3,2020.clef_conference-2020w.90,1,0
3,2017.wwwjournals_journal-ir0volumeA20A2.11,0,0
3,2015.wwwconf_conference-2015c.131,0,0
3,2017.wwwconf_conference-2017.14,0,0
3,2017.sigirconf_conference-2017.232,0,0
3,2020.clef_conference-2020w.116,1,0
3,2017.wwwconf_conference-2017c.3,0,0
3,2019.clef_conference-2019w.165,1,0
3,2020.clef_conference-2020w.60,1,0
3,2020.clef_conference-2020w.208,1,0
3,2019.clef_conference-2019w.31,1,0
3,2016.cikm_workshop-2016cybersafety.1,0,0
3,2014.sigirconf_conference-2014.185,0,0
3,2020.ipm_journal-ir0volumeA57A3.2,0,0
3,2019.clef_conference-2019w.170,1,0
3,2018.wwwconf_conference-2018c.181,0,0
3,2019.clef_conference-2019w.19,1,0
3,2020.clef_conference-2020w.55,1,0
3,2020.clef_conference-2020w.49,1,0
3,2020.chiir_conference-2020.49,0,0
3,2018.tist_journal-ir0volumeA9A5.1,0,0
3,2017.tist_journal-ir0volumeA8A6.11,0,0
3,2019.clef_conference-2019w.1,1,0
3,2018.wwwconf_conference-2018.13,0,0
3,2019.clef_conference-2019w.171,1,0
3,2018.wwwconf_conference-2018c.138,0,0
3,2015.wwwconf_conference-2015c.125,0,0
3,2017.wwwconf_conference-2017.13,0,0
4,2008.ipm_journal-ir0volumeA44A1.18,0,0
4,2002.sigirconf_conference-2002.36,1,0
4,2019.ipm_journal-ir0volumeA56A2.1,0,0
4,2006.airs_conference-2006.25,0,0
4,2006.ipm_journal-ir0volumeA42A4.8,1,0
4,2001.spire_conference-2001.18,0,0
4,2008.cikm_workshop-2008inews.2,1,0
4,2002.sigirconf_conference-2002.37,1,0
4,1998.tois_journal-ir0volumeA16A1.2,0,0
4,2013.tois_journal-ir0volumeA31A4.1,0,0
4,2004.sigirconf_conference-2004.112,1,0
4,2014.airs_conference-2014.28,1,0
4,2002.cikm_conference-2002.43,1,0
4,2010.airs_conference-2010.27,1,0
4,2005.ipm_journal-ir0volumeA41A3.3,0,0
4,2016.tois_journal-ir0volumeA35A1.5,0,0
4,2008.sigirconf_workshop-2008and.16,1,0
4,2014.cikm_conference-2014.185,1,0
4,2012.cikm_conference-2012.349,1,0
4,2009.ipm_journal-ir0volumeA45A6.6,0,0
4,2008.clef_workshop-2008.10,0,0
4,2014.airs_conference-2014.27,1,0
4,1990.ipm_journal-ir0volumeA26A2.8,0,0
4,2011.ijirr_journal-ir0volumeA1A3.3,1,0
5,2020.clef_conference-2020w.32,1,0
5,2017.clef_conference-2017w.118,1,0
5,2018.tois_journal-ir0volumeA36A3.7,0,0
5,2018.tist_journal-ir0volumeA9A5.0,0,0
5,2014.clef_conference-2014w.63,1,0
5,2015.tist_journal-ir0volumeA6A2.9,0,0
5,2002.wwwconf_conference-2002.5,0,0
5,2001.sigirconf_workshop-2001w1.0,0,0
5,2016.wwwconf_conference-2016.107,0,0
5,2014.clef_conference-2014w.69,1,0
5,2004.wwwconf_conference-2004at.73,0,0
5,2010.wwwconf_conference-2010.47,0,0
5,2018.wwwjournals_journal-ir0volumeA21A6.19,0,0
5,2013.tois_journal-ir0volumeA31A2.1,0,0
5,2017.cikm_conference-2017.221,0,0
5,2009.ipm_journal-ir0volumeA45A3.0,0,0
5,2004.jasis_journal-ir0volumeA55A12.7,0,0
5,2013.wwwconf_conference-2013c.282,0,0
5,2011.wwwjournals_journal-ir0volumeA14A3.3,0,0
5,2011.sigirconf_conference-2011.210,0,0
5,2020.sigirconf_conference-2020.170,0,0
5,2005.sigirconf_conference-2005.48,0,0
5,2014.airs_conference-2014.24,0,0
5,1999.sigirconf_conference-99.6,0,0
5,2001.cikm_conference-2001.63,0,0
5,2018.chiir_conference-2018.58,0,0
5,1999.sigirconf_conference-99.68,0,0
5,2016.wwwjournals_journal-ir0volumeA19A2.6,0,0
5,2018.clef_conference-2018w.16,1,0
5,2011.tist_journal-ir0volumeA2A4.6,0,0
5,2020.ecir_conference-20202.70,1,0
5,2019.clef_conference-2019w.34,1,0
5,2018.clef_conference-2018w.99,0,0
5,2017.tist_journal-ir0volumeA8A2.12,0,0
5,2020.cikm_conference-2020.223,0,0
5,2011.wwwconf_conference-2011c.164,0,0
5,2020.wsdm_conference-2020.42,0,0
5,2016.tist_journal-ir0volumeA7A3.8,0,0
5,2019.wwwjournals_journal-ir0volumeA22A2.21,0,0
5,2001.sigirconf_conference-2001.57,0,0
5,2021.ecir_conference-20212.70,1,0
5,2019.clef_conference-2019w.125,1,0
5,2017.clef_conference-2017w.88,0,0
5,2016.clef_conference-2016w.55,1,0
5,2016.clef_conference-2016w.53,1,0
6,2020.sigirconf_conference-2020.42,0,0
6,2012.sigirjournals_journal-ir0volumeA46A2.13,1,0
6,2019.ecir_conference-20191.25,0,0
6,2017.cikm_conference-2017.12,0,0
6,2012.ecir_conference-2012.24,1,0
6,2014.cikm_conference-2014.87,1,0
6,2008.sigirconf_conference-2008.62,1,0
6,2008.sigirconf_conference-2008.55,1,0
6,2008.airs_conference-2008.76,0,0
6,2018.wsdm_conference-2018.38,1,0
6,2017.ictir_conference-2017.36,0,0
6,2013.cikm_conference-2013.189,1,0
6,2017.ictir_workshop-2017learner.7,0,0
6,2005.airs_conference-2005.5,0,0
6,2009.sigirconf_workshop-2009lsdsir.7,0,0
6,2018.ictir_conference-2018.1,0,0
6,1992.sigirjournals_journal-ir0volumeA26A2.3,0,0
6,2004.ipm_journal-ir0volumeA40A5.2,0,0
6,2011.wwwconf_conference-2011.28,1,0
6,2009.cikm_conference-2009.301,0,0
6,2011.sigirconf_conference-2011.45,0,0
6,2017.sigirconf_conference-2017.203,0,0
6,2006.sigirconf_conference-2006.7,1,0
6,2017.ictir_conference-2017.17,1,0
6,2006.clef_workshop-2006.45,0,0
6,2011.sigirconf_conference-2011.145,0,0
6,2010.sigirconf_conference-2010.208,0,0
6,2016.wsdm_conference-2016.26,1,0
6,2004.trec_conference-2004.8,1,0
6,2014.wsdm_conference-2014.18,0,0
6,2014.cikm_conference-2014.12,1,0
6,2005.sigirconf_conference-2005.64,1,0
6,2020.ictir_conference-2020.24,1,0
6,2005.ipm_journal-ir0volumeA41A3.2,1,0
6,2006.airs_conference-2006.60,0,0
6,2011.sigirconf_conference-2011.198,1,0
6,1999.sigirconf_conference-99.43,0,0
6,2014.sigirconf_conference-2014.219,1,0
6,2017.ictir_conference-2017.45,1,0
6,2012.cikm_conference-2012.210,0,0
6,2016.ictir_conference-2016.35,1,0
6,2020.sigirconf_conference-2020.110,0,0
6,1981.sigirconf_conference-81.10,1,0
6,2013.ictir_conference-2013.3,1,0
6,2008.airs_conference-2008.5,0,0
6,2016.ictir_conference-2016.14,1,0
6,2013.tois_journal-ir0volumeA31A4.0,0,0
7,2012.wwwconf_workshop-2012dec3d.7,0,0
7,2003.wwwconf_conference-2003.32,0,0
7,2010.cikm_conference-2010.71,1,0
7,2018.tweb_journal-ir0volumeA12A1.4,1,0
7,2012.wwwconf_workshop-2012dec3d.2,0,0
7,1999.cikm_conference-99.56,0,0
7,2011.ecir_conference-2011.12,1,0
7,2012.wwwconf_workshop-2012dec3d.5,0,0
7,2003.wwwconf_conference-2003.42,1,0
7,2012.wwwconf_workshop-2012dec3d.8,0,0
7,2005.ipm_journal-ir0volumeA41A5.7,0,0
7,2013.cikm_conference-2013.136,1,0
7,2013.cikm_conference-2013.145,1,0
7,2012.wwwconf_workshop-2012dec3d.6,0,0
7,2003.wwwconf_conference-2003.71,1,0
7,2014.tois_journal-ir0volumeA32A4.5,1,0
7,2012.tweb_journal-ir0volumeA6A4.0,0,0
7,2012.ipm_journal-ir0volumeA48A5.2,1,0
7,2004.cikm_conference-2004.84,0,0
7,2006.wwwjournals_journal-ir0volumeA9A3.0,1,0
7,2012.wwwconf_workshop-2012dec3d.3,0,0
7,2011.wwwconf_workshop-2011ldow.11,1,0
7,2012.wwwconf_workshop-2012dec3d.1,0,0
7,2014.wwwconf_conference-2014.53,0,0
7,2012.wwwconf_workshop-2012dec3d.9,0,0
7,2013.sigirconf_conference-2013.71,1,0
7,2007.tweb_journal-ir0volumeA1A3.2,1,0
7,2001.wwwconf_conference-2001.4,0,0
7,2008.cikm_workshop-2008lsdsir.7,1,0
7,2006.cikm_conference-2006.79,1,0
7,2006.wwwjournals_journal-ir0volumeA9A4.1,1,0
7,2012.wwwconf_workshop-2012dec3d.4,0,0
8,2020.clef_conference-2020w.8,0,0
8,2004.spire_conference-2004.15,0,0
8,2013.ntcir_conference-2013.69,0,0
8,2012.wsdm_conference-2012.9,0,0
8,2019.sigirconf_workshop-2019birndl.12,0,0
8,2004.wwwconf_conference-2004at.37,0,0
8,2016.sigirconf_conference-2016.203,0,0
8,2020.clef_conference-2020w.120,0,0
8,1999.sigirconf_conference-99.12,0,0
8,2020.sigirconf_conference-2020.307,0,0
8,2020.clef_conference-2020w.45,0,0
8,2012.tois_journal-ir0volumeA30A2.5,0,0
8,2020.ecir_conference-20202.60,0,0
8,2015.wsdm_conference-2015.62,0,0
8,2005.ipm_journal-ir0volumeA41A5.6,0,0
8,2006.clef_workshop-2006w.114,0,0
8,2007.cikm_workshop-2007cims.8,0,0
8,2013.ntcir_conference-2013.75,0,0
8,2019.tois_journal-ir0volumeA37A3.1,0,0
8,2011.sigirconf_conference-2011.121,0,0
8,2002.spire_conference-2002.13,1,0
8,2011.tois_journal-ir0volumeA29A2.5,0,0
8,1997.cikm_workshop-97.53,0,0
8,2013.clef_conference-2013w.64,0,0
8,2016.ntcir_conference-2016.87,0,0
8,2007.riao_conference-2007.16,0,0
8,2014.ntcir_conference-2014.19,0,0
8,2003.spire_conference-2003.15,0,0
8,2015.tois_journal-ir0volumeA33A2.3,1,0
8,2018.ictir_conference-2018.36,0,0
8,2017.ecir_workshop-2017smerp.8,0,0
8,2004.spire_conference-2004.6,0,0
8,2009.cikm_conference-2009.275,0,0
8,2018.sigirconf_conference-2018.210,0,0
8,2007.wwwconf_conference-2007.26,0,0
8,2013.ntcir_conference-2013.84,0,0
8,2006.cikm_conference-2006.60,1,0
8,2009.cikm_workshop-2009swsm.4,0,0
8,2014.sigirconf_conference-2014.73,0,0
8,2009.tois_journal-ir0volumeA27A3.4,0,0
8,2020.clef_conference-2020w.14,0,0
8,2011.sigirconf_conference-2011.20,0,0
8,2009.wsdm_workshop-2009wscd.10,0,0
9,2008.sigirconf_conference-2008.31,0,0
9,2008.ecir_conference-2008.44,0,0
9,2018.ipm_journal-ir0volumeA54A2.6,0,0
9,2010.trec_conference-2010.29,1,0
9,2012.wsdm_conference-2012.59,0,0
9,2006.sigirconf_conference-2006.110,1,0
9,2017.ecir_conference-2017.63,0,0
9,2008.sigirconf_conference-2008.56,1,0
9,2006.sigirconf_conference-2006.22,1,0
9,2015.clef_conference-2015.8,0,0
9,2018.ictir_conference-2018.35,0,0
9,2005.trec_conference-2005.89,0,0
9,2010.sigirconf_conference-2010.75,1,0
9,2008.sigirconf_conference-2008.150,0,0
9,2013.sigirconf_conference-2013.57,1,0
9,2013.cikm_conference-2013.48,0,0
9,2007.cikm_conference-2007.91,0,0
9,2008.trec_conference-2008.16,1,0
9,2016.tois_journal-ir0volumeA34A4.3,0,0
9,2009.trec_conference-2009.5,0,0
9,2011.sigirconf_conference-2011.19,0,0
9,2012.cikm_workshop-2012dubmmsm.7,0,0
9,2002.ntcir_workshop-2002.18,0,0
9,2008.ecir_conference-2008.54,0,0
9,2007.cikm_conference-2007.31,0,0
9,2008.sigirconf_conference-2008.57,0,0
9,2003.sigirjournals_journal-ir0volumeA37A2.1,0,0
9,2013.ipm_journal-ir0volumeA49A4.3,1,0
9,2018.sigirconf_workshop-2018profs.3,0,0
9,2008.sigirconf_conference-2008.32,0,0
9,2016.ipm_journal-ir0volumeA52A3.7,1,0
9,2005.wwwconf_conference-2005si.112,0,0
10,2018.tist_journal-ir0volumeA9A5.0,1,0
10,2019.wwwjournals_journal-ir0volumeA22A2.23,0,0
10,2006.cikm_conference-2006.32,1,0
10,2020.wsdm_workshop-2020privatenlp.5,0,0
10,2018.sigirconf_workshop-2018birndl.6,1,0
10,2017.sigirconf_conference-2017.40,0,0
10,2018.wwwconf_conference-2018.162,1,0
10,2017.sigirconf_workshop-2017birndl2.2,0,0
10,2018.sigirconf_conference-2018.221,0,0
10,2018.wwwconf_conference-2018c.101,0,0
10,2013.cikm_workshop-2013unlp.10,0,0
10,2014.cikm_conference-2014.122,0,0
10,2021.wsdm_conference-2021.147,0,0
10,2017.wwwconf_conference-2017.142,0,0
10,2018.chiir_conference-2018.6,0,0
10,2015.tois_journal-ir0volumeA34A1.3,1,0
10,2004.clef_workshop-2004.53,0,0
10,2019.sigirconf_workshop-2019birndl.11,0,0
10,2018.sigirconf_conference-2018.26,0,0
10,2020.wsdm_workshop-2020privatenlp.6,0,0
10,2018.sigirconf_workshop-2018birndl.4,0,0
10,2017.tois_journal-ir0volumeA35A3.10,1,0
10,2003.wwwconf_conference-2003.43,1,0
10,2019.ipm_journal-ir0volumeA56A1.9,0,0
10,2008.clef_workshop-2008.10,0,0
10,2020.wwwconf_conference-2020c.2,0,0
10,2020.sigirconf_conference-2020.313,0,0
10,2020.wsdm_workshop-2020privatenlp.10,0,0
10,2011.ipm_journal-ir0volumeA47A6.3,0,0
10,2016.cikm_conference-2016.74,0,0
10,2005.wwwconf_conference-2005.25,0,0
10,2007.sigirconf_conference-2007.3,0,0
10,2018.sigirconf_workshop-2018birndl.7,1,0
10,2011.wsdm_conference-2011.66,0,0
10,2003.clef_workshop-2003w.3,0,0
10,2012.cikm_conference-2012.197,0,0
10,2018.ecir_conference-2018.12,0,0
10,2020.sigirconf_conference-2020.247,0,0
10,2018.sigirconf_workshop-2018profs.6,0,0
10,2011.wwwconf_conference-2011.78,1,0
10,2007.cikm_conference-2007.134,0,0
11,2012.cikm_conference-2012.93,0,0
11,2011.cikm_conference-2011.384,0,0
11,2009.wsdm_conference-2009.26,0,0
11,2011.sigirconf_conference-2011.194,0,0
11,2013.sigirconf_conference-2013.72,0,0
11,2016.tweb_journal-ir0volumeA10A3.3,0,0
11,2017.cikm_conference-2017.285,0,0
11,2017.cikm_conference-2017.323,0,0
11,2018.wwwconf_conference-2018.141,0,0
11,2017.cikm_conference-2017.61,0,0
11,2019.sigirconf_conference-2019.193,0,0
11,2019.tist_journal-ir0volumeA10A1.5,0,0
11,2018.tweb_journal-ir0volumeA12A3.5,0,0
11,2003.wwwconf_conference-2003.28,0,0
11,2006.wwwjournals_journal-ir0volumeA9A3.2,0,0
11,2018.cikm_conference-2018.114,1,0
11,2015.tois_journal-ir0volumeA33A3.5,0,0
11,2009.sigirconf_workshop-2009lsdsir.6,1,0
11,2000.cikm_conference-2000.40,0,0
11,1996.tois_journal-ir0volumeA14A1.3,0,0
11,2012.cikm_conference-2012.161,1,0
11,2020.wsdm_conference-2020.44,0,0
11,2006.cikm_conference-2006.56,0,0
11,2004.wwwconf_conference-2004.30,0,0
11,2005.cikm_conference-2005.26,0,0
11,2009.wwwconf_conference-2009.43,0,0
11,1989.sigirjournals_journal-ir0volumeA23A34.8,0,0
11,2013.riao_conference-2013.38,0,0
11,2020.wsdm_conference-2020.51,0,0
11,2021.wwwconf_conference-2021.256,0,0
11,2011.cikm_workshop-2011books.9,0,0
11,2021.wsdm_conference-2021.75,0,0
11,2017.sigirconf_conference-2017.140,0,0
11,2017.cikm_conference-2017.232,0,0
11,2006.cikm_conference-2006.71,0,0
11,2020.wwwconf_conference-2020.145,0,0
11,2004.wwwconf_conference-2004at.114,0,0
11,2001.wwwconf_conference-2001.4,0,0
11,2018.clef_conference-2018w.118,1,0
11,2014.cikm_conference-2014.198,0,0
11,2009.cikm_conference-2009.70,1,0
11,2001.cikm_conference-2001.43,0,0
12,1998.tois_journal-ir0volumeA16A2.0,1,0
12,2015.tois_journal-ir0volumeA33A3.2,1,0
12,2017.cikm_conference-2017.170,0,0
12,2016.wwwconf_conference-2016.112,1,0
12,2015.wwwconf_conference-2015c.35,1,0
12,2010.cikm_conference-2010.243,1,0
12,2018.sigirconf_conference-2018.22,0,0
12,2003.wwwconf_conference-2003.54,1,0
12,2017.wwwconf_conference-2017c.103,0,0
12,2018.wwwjournals_journal-ir0volumeA21A4.12,1,0
12,2017.ipm_journal-ir0volumeA53A2.5,1,0
12,2019.wsdm_conference-2019.9,0,0
12,2013.wsdm_conference-2013.42,0,0
12,2012.cikm_conference-2012.103,1,0
12,2004.ipm_journal-ir0volumeA40A2.4,1,0
12,2013.clef_conference-2013w.158,1,0
12,2016.tois_journal-ir0volumeA34A4.1,1,0
12,2020.wsdm_conference-2020.49,0,0
12,2016.wsdm_conference-2016.15,0,0
12,2005.ipm_journal-ir0volumeA41A4.12,0,0
12,2015.tois_journal-ir0volumeA33A3.5,1,0
12,2012.tist_journal-ir0volumeA3A4.16,1,0
12,2017.tist_journal-ir0volumeA8A5.3,1,0
12,1996.tois_journal-ir0volumeA14A1.3,1,0
12,2016.wwwconf_conference-2016.52,0,0
12,1989.sigirjournals_journal-ir0volumeA23A34.8,1,0
12,2007.sigirconf_conference-2007.84,1,0
12,2017.cikm_conference-2017.137,1,0
12,2013.cikm_conference-2013.235,1,0
12,2018.sigirconf_conference-2018.173,0,0
12,2014.wwwconf_conference-2014c.78,1,0
12,2014.wwwconf_workshop-2014ldow.1,1,0
12,2009.ipm_journal-ir0volumeA45A5.5,1,0
12,2014.tist_journal-ir0volumeA5A4.14,1,0
12,2011.sigirconf_conference-2011.79,1,0
12,2013.clef_conference-2013w.79,1,0
12,2013.wwwconf_conference-2013.115,1,0
12,2018.wwwjournals_journal-ir0volumeA21A1.4,1,0
13,2017.ecir_workshop-2017bir.4,0,0
13,2013.jasis_journal-ir0volumeA64A2.3,1,0
13,2014.clef_conference-2014w.88,1,0
13,2020.wwwconf_conference-2020.3,1,0
13,2006.jasis_journal-ir0volumeA57A13.5,0,0
13,1993.sigirconf_conference-93.30,0,0
13,2021.ecir_conference-20212.66,1,0
13,2000.cikm_conference-2000.31,0,0
13,2017.ipm_journal-ir0volumeA53A5.5,0,0
13,2017.ictir_conference-2017.18,0,0
13,2013.sigirjournals_journal-ir0volumeA47A2.4,1,0
13,2018.tweb_journal-ir0volumeA12A3.2,1,0
13,2007.sigirconf_workshop-2007pan.7,0,0
13,2016.wwwconf_conference-2016c.30,0,0
13,2020.jasis_journal-ir0volumeA71A8.4,1,0
13,2016.airs_conference-2016.25,0,0
13,1999.wwwjournals_journal-ir0volumeA2A4.0,1,0
13,2020.jasis_journal-ir0volumeA71A3.4,1,0
13,2007.ipm_journal-ir0volumeA43A5.17,0,0
13,2015.jasis_journal-ir0volumeA66A9.6,1,0
13,2010.tois_journal-ir0volumeA28A1.3,1,0
13,2017.jasis_journal-ir0volumeA68A8.13,1,0
13,2017.clef_conference-2017w.106,1,0
13,2006.jasis_journal-ir0volumeA57A11.2,1,0
13,2018.ecir_workshop-2018text2story.3,1,0
13,2019.clef_conference-2019w.156,1,0
13,2008.wwwconf_conference-2008.184,1,0
13,2018.wwwconf_conference-2018c.28,1,0
13,2012.jasis_journal-ir0volumeA63A10.6,0,0
13,1979.jasis_journal-ir0volumeA30A3.10,0,0
13,2013.wwwconf_conference-2013c.274,1,0
13,2016.wwwconf_conference-2016c.44,1,0
13,2003.jasis_journal-ir0volumeA54A9.5,1,0
13,1972.jasis_journal-ir0volumeA23A2.2,0,0
13,2010.spire_conference-2010.0,0,0
13,2010.clef_workshop-2010w.30,1,0
13,2016.ipm_journal-ir0volumeA52A4.10,0,0
13,2015.wsdm_conference-2015.58,1,0
13,2016.tist_journal-ir0volumeA7A4.3,0,0
13,2018.clef_conference-2018.20,1,0
13,2016.jasis_journal-ir0volumeA67A10.16,0,0
13,2015.jasis_journal-ir0volumeA66A6.2,0,0
13,2018.sigirconf_conference-2018.212,0,0
13,2011.jasis_journal-ir0volumeA62A4.4,0,0
13,2001.cikm_conference-2001.23,0,0
14,2003.clef_workshop-2003w.56,0,0
14,2008.clef_workshop-2008w.41,0,0
14,2008.clef_workshop-2008w.146,0,0
14,2010.tweb_journal-ir0volumeA4A2.0,0,0
14,2008.clef_workshop-2008w.32,0,0
14,2020.sigirconf_conference-2020.70,0,0
14,2014.sigirconf_conference-2014.192,0,0
14,2006.clef_workshop-2006w.31,0,0
14,2012.sigirconf_conference-2012.49,0,0
14,1995.ipm_journal-ir0volumeA31A5.7,0,0
14,2004.ir_journal-ir0volumeA7A34.3,0,0
14,2006.clef_workshop-2006w.137,0,0
14,2018.sigirconf_conference-2018.222,0,0
14,2000.clef_workshop-2000.0,0,0
14,2003.clef_workshop-2003.37,0,0
14,2005.clef_workshop-2005w.111,0,0
14,2017.wsdm_conference-2017.35,0,0
14,2007.clef_workshop-2007w.28,0,0
14,2007.clef_workshop-2007w.30,0,0
14,2004.clef_workshop-2004w.74,0,0
14,2018.cikm_workshop-2018w.14,0,0
14,2005.cikm_conference-2005.115,0,0
14,2013.clef_conference-2013w.64,0,0
14,2018.cikm_conference-2018.52,0,0
14,2017.wwwconf_conference-2017c.34,0,0
14,2004.sigirconf_conference-2004.36,0,0
14,2001.clef_workshop-2001.44,0,0
14,2005.wwwconf_conference-2005si.24,0,0
14,2014.wwwconf_conference-2014.86,0,0
14,2007.wwwconf_conference-2007.138,0,0
14,2009.wsdm_conference-2009.9,0,0
14,2019.wwwconf_conference-2019.14,0,0
14,2004.clef_workshop-2004.44,0,0
14,1973.ipm_journal-ir0volumeA9A12.1,0,0
14,2008.clef_workshop-2008w.122,0,0
14,2004.clef_workshop-2004.27,0,0
14,2006.clef_workshop-2006w.67,0,0
14,2013.wwwconf_conference-2013c.180,0,0
14,2016.wwwconf_conference-2016c.120,0,0
14,2008.wwwconf_conference-2008.102,0,0
15,2015.cikm_workshop-2015esair.2,0,0
15,2012.sigirconf_workshop-2012osir.5,1,0
15,2014.wwwconf_conference-2014c.289,1,0
15,2012.sigirjournals_journal-ir0volumeA46A2.9,1,0
15,2010.cikm_conference-2010.243,0,0
15,2009.ipm_journal-ir0volumeA45A1.9,0,0
15,2016.cikm_conference-2016.136,0,0
15,2019.sigirconf_conference-2019osirrc.14,0,0
15,2003.wwwconf_conference-2003at.5,1,0
15,2009.trec_conference-2009.21,0,0
15,2009.jasis_journal-ir0volumeA60A5.8,1,0
15,2013.cikm_workshop-2013esair.6,1,0
15,2018.cikm_conference-2018.304,0,0
15,2004.jasis_journal-ir0volumeA55A11.9,1,0
15,2019.sigirconf_conference-2019osirrc.1,1,0
15,2014.sigirconf_workshop-2014erd.1,0,0
15,2008.wwwconf_workshop-2008ldow.14,0,0
15,2014.wwwconf_conference-2014c.288,0,0
15,2014.cikm_conference-2014.259,1,0
15,2013.jasis_journal-ir0volumeA64A4.4,0,0
15,2012.sigirconf_workshop-2012osir.3,0,0
15,2007.jasis_journal-ir0volumeA58A13.10,0,0
15,2008.ipm_journal-ir0volumeA44A1.16,0,0
15,2016.cikm_conference-2016.108,0,0
15,2017.clef_conference-2017w.113,0,0
15,2012.sigirconf_workshop-2012osir.11,0,0
15,2019.sigirconf_conference-2019osirrc.8,0,0
15,2019.sigirconf_conference-2019osirrc.4,0,0
15,2016.wwwconf_conference-2016.52,0,0
15,2012.cikm_conference-2012.238,0,0
15,2012.sigirconf_workshop-2012osir.2,0,0
15,2007.sigirconf_conference-2007.84,0,0
15,1993.sigirconf_conference-93.7,0,0
15,2012.sigirconf_workshop-2012osir.9,0,0
15,2018.wsdm_conference-2018.81,0,0
15,2019.sigirconf_conference-2019osirrc.5,1,0
15,2017.wsdm_conference-2017.89,0,0
